Dates/Times,Probability,Random Number,Occupancy
2018-01-01 00:00:00,0.875,0.19980722169802245,1
2018-01-01 01:00:00,0.817,0.22309292768250233,1
2018-01-01 02:00:00,0.867,0.030515026264906764,1
2018-01-01 03:00:00,0.783,0.024716529467264436,1
2018-01-01 04:00:00,0.8,0.1834791245606069,1
2018-01-01 05:00:00,0.708,0.14999616555420026,1
2018-01-01 06:00:00,0.767,0.036153471964971984,1
2018-01-01 07:00:00,0.683,0.9373109822675609,0
2018-01-01 08:00:00,0.658,0.10196100564023802,1
2018-01-01 09:00:00,0.5,0.6181212342445549,0
2018-01-01 10:00:00,0.517,0.14744245090156072,1
2018-01-01 11:00:00,0.358,0.5580743872078522,0
2018-01-01 12:00:00,0.225,0.9276669896211999,0
2018-01-01 13:00:00,0.167,0.7995110722250593,0
2018-01-01 14:00:00,0.192,0.016410789394916803,1
2018-01-01 15:00:00,0.25,0.9354603179011537,0
2018-01-01 16:00:00,0.542,0.8306724787650143,0
2018-01-01 17:00:00,0.642,0.0533838852581795,1
2018-01-01 18:00:00,0.608,0.5082108346856419,1
2018-01-01 19:00:00,0.692,0.4561565180631566,1
2018-01-01 20:00:00,0.85,0.6559134366327584,1
2018-01-01 21:00:00,0.858,0.5232198334528468,1
2018-01-01 22:00:00,0.883,0.8943254307247461,0
2018-01-01 23:00:00,0.85,0.5827228489542553,1
2018-01-02 00:00:00,0.875,0.41417822532125226,1
2018-01-02 01:00:00,0.817,0.12549784706910216,1
2018-01-02 02:00:00,0.867,0.9287392533795603,0
2018-01-02 03:00:00,0.783,0.3496985021159972,1
2018-01-02 04:00:00,0.8,0.2064575285682112,1
2018-01-02 05:00:00,0.708,0.4618377886699835,1
2018-01-02 06:00:00,0.767,0.6593476492852987,1
2018-01-02 07:00:00,0.683,0.1770219044560054,1
2018-01-02 08:00:00,0.658,0.07234794507590814,1
2018-01-02 09:00:00,0.5,0.9513616759150575,0
2018-01-02 10:00:00,0.517,0.45825233894564155,1
2018-01-02 11:00:00,0.358,0.7775723396146111,0
2018-01-02 12:00:00,0.225,0.6213179524932259,0
2018-01-02 13:00:00,0.167,0.2271131048756838,0
2018-01-02 14:00:00,0.192,0.9305669692487736,0
2018-01-02 15:00:00,0.25,0.9131224045354056,0
2018-01-02 16:00:00,0.542,0.2186464474457106,1
2018-01-02 17:00:00,0.642,0.9059288461430396,0
2018-01-02 18:00:00,0.608,0.5943315638752905,1
2018-01-02 19:00:00,0.692,0.1705483027314959,1
2018-01-02 20:00:00,0.85,0.797778622456434,1
2018-01-02 21:00:00,0.858,0.21123603618821407,1
2018-01-02 22:00:00,0.883,0.4640088583290759,1
2018-01-02 23:00:00,0.85,0.7350275986968102,1
2018-01-03 00:00:00,0.875,0.39215510348083094,1
2018-01-03 01:00:00,0.817,0.39080881480067,1
2018-01-03 02:00:00,0.867,0.019273829747229132,1
2018-01-03 03:00:00,0.783,0.013295298387363541,1
2018-01-03 04:00:00,0.8,0.2643193970849411,1
2018-01-03 05:00:00,0.708,0.6084243658167915,1
2018-01-03 06:00:00,0.767,0.1961187350331408,1
2018-01-03 07:00:00,0.683,0.6841662818676748,0
2018-01-03 08:00:00,0.658,0.9077923817175657,0
2018-01-03 09:00:00,0.5,0.5095067876944265,0
2018-01-03 10:00:00,0.517,0.27249427486579236,1
2018-01-03 11:00:00,0.358,0.6928253266048542,0
2018-01-03 12:00:00,0.225,0.326802934848193,0
2018-01-03 13:00:00,0.167,0.6402112079690886,0
2018-01-03 14:00:00,0.192,0.17971693860347626,1
2018-01-03 15:00:00,0.25,0.3475064738692194,0
2018-01-03 16:00:00,0.542,0.7029436279294833,0
2018-01-03 17:00:00,0.642,0.9639044245885702,0
2018-01-03 18:00:00,0.608,0.37394495116477355,1
2018-01-03 19:00:00,0.692,0.57593225819731,1
2018-01-03 20:00:00,0.85,0.8027149402396192,1
2018-01-03 21:00:00,0.858,0.6389654857840738,1
2018-01-03 22:00:00,0.883,0.913792502307262,0
2018-01-03 23:00:00,0.85,0.9560915407274024,0
2018-01-04 00:00:00,0.875,0.948400224588938,0
2018-01-04 01:00:00,0.817,0.04068343840537336,1
2018-01-04 02:00:00,0.867,0.8817612338786947,0
2018-01-04 03:00:00,0.783,0.95384637887278,0
2018-01-04 04:00:00,0.8,0.07035435731856565,1
2018-01-04 05:00:00,0.708,0.5047293303904601,1
2018-01-04 06:00:00,0.767,0.5920417880504304,1
2018-01-04 07:00:00,0.683,0.2709570981706293,1
2018-01-04 08:00:00,0.658,0.09275399630576042,1
2018-01-04 09:00:00,0.5,0.4381137980515777,1
2018-01-04 10:00:00,0.517,0.8713212742348164,0
2018-01-04 11:00:00,0.358,0.3552013783764274,1
2018-01-04 12:00:00,0.225,0.13117641534625246,1
2018-01-04 13:00:00,0.167,0.05439618661308476,1
2018-01-04 14:00:00,0.192,0.09242073981342824,1
2018-01-04 15:00:00,0.25,0.488579623226408,0
2018-01-04 16:00:00,0.542,0.3472287255131924,1
2018-01-04 17:00:00,0.642,0.9884974231392358,0
2018-01-04 18:00:00,0.608,0.6604796632717453,0
2018-01-04 19:00:00,0.692,0.02792804834674012,1
2018-01-04 20:00:00,0.85,0.275539900528435,1
2018-01-04 21:00:00,0.858,0.8414213277825321,1
2018-01-04 22:00:00,0.883,0.011414607205757266,1
2018-01-04 23:00:00,0.85,0.49802246382326365,1
2018-01-05 00:00:00,0.875,0.6140914577429878,1
2018-01-05 01:00:00,0.817,0.41102861203573926,1
2018-01-05 02:00:00,0.867,0.7612372754489285,1
2018-01-05 03:00:00,0.783,0.6200993100457668,1
2018-01-05 04:00:00,0.8,0.48890391897165664,1
2018-01-05 05:00:00,0.708,0.9082871773001296,0
2018-01-05 06:00:00,0.767,0.8048762924341468,0
2018-01-05 07:00:00,0.683,0.09229099145168584,1
2018-01-05 08:00:00,0.658,0.7835447041029902,0
2018-01-05 09:00:00,0.5,0.28679556796487204,1
2018-01-05 10:00:00,0.517,0.6567957177449915,0
2018-01-05 11:00:00,0.358,0.8146380505733343,0
2018-01-05 12:00:00,0.225,0.4440383309401751,0
2018-01-05 13:00:00,0.167,0.4226767257151922,0
2018-01-05 14:00:00,0.192,0.05729536789866985,1
2018-01-05 15:00:00,0.25,0.4092386184719191,0
2018-01-05 16:00:00,0.542,0.8110884255695592,0
2018-01-05 17:00:00,0.642,0.398135078391901,1
2018-01-05 18:00:00,0.608,0.738268132640528,0
2018-01-05 19:00:00,0.692,0.6737678682524736,1
2018-01-05 20:00:00,0.85,0.6819190399526915,1
2018-01-05 21:00:00,0.858,0.4126462419810508,1
2018-01-05 22:00:00,0.883,0.7019457302141586,1
2018-01-05 23:00:00,0.85,0.13630329555200227,1
2018-01-06 00:00:00,0.875,0.9852999594313846,0
2018-01-06 01:00:00,0.817,0.2867375730025974,1
2018-01-06 02:00:00,0.867,0.14525440204200113,1
2018-01-06 03:00:00,0.783,0.5694221305416769,1
2018-01-06 04:00:00,0.8,0.32489459874793924,1
2018-01-06 05:00:00,0.708,0.8645562736229268,0
2018-01-06 06:00:00,0.767,0.7699276634176453,0
2018-01-06 07:00:00,0.683,0.8029029962440647,0
2018-01-06 08:00:00,0.658,0.3337882384968588,1
2018-01-06 09:00:00,0.5,0.7604107396585587,0
2018-01-06 10:00:00,0.517,0.9729260203879592,0
2018-01-06 11:00:00,0.358,0.7164077786600199,0
2018-01-06 12:00:00,0.225,0.968751697748984,0
2018-01-06 13:00:00,0.167,0.27666693100863815,0
2018-01-06 14:00:00,0.192,0.807304992512128,0
2018-01-06 15:00:00,0.25,0.6011899828864007,0
2018-01-06 16:00:00,0.542,0.029784111836358873,1
2018-01-06 17:00:00,0.642,0.6457671144475173,0
2018-01-06 18:00:00,0.608,0.09949300109665171,1
2018-01-06 19:00:00,0.692,0.21952468538769132,1
2018-01-06 20:00:00,0.85,0.4760702944905423,1
2018-01-06 21:00:00,0.858,0.355560456353754,1
2018-01-06 22:00:00,0.883,0.7653074707490198,1
2018-01-06 23:00:00,0.85,0.285159030573108,1
2018-01-07 00:00:00,0.875,0.7984532338798404,1
2018-01-07 01:00:00,0.817,0.5984457098663498,1
2018-01-07 02:00:00,0.867,0.1428536341124027,1
2018-01-07 03:00:00,0.783,0.5249217493987711,1
2018-01-07 04:00:00,0.8,0.6404983530463569,1
2018-01-07 05:00:00,0.708,0.5293023495729954,1
2018-01-07 06:00:00,0.767,0.0844063890489577,1
2018-01-07 07:00:00,0.683,0.5646760434323184,1
2018-01-07 08:00:00,0.658,0.6714673550654527,0
2018-01-07 09:00:00,0.5,0.00565840150459207,1
2018-01-07 10:00:00,0.517,0.46849984276452905,1
2018-01-07 11:00:00,0.358,0.7006721814629179,0
2018-01-07 12:00:00,0.225,0.2058307654440883,1
2018-01-07 13:00:00,0.167,0.6783893067446699,0
2018-01-07 14:00:00,0.192,0.03104916313282402,1
2018-01-07 15:00:00,0.25,0.029283673458513904,1
2018-01-07 16:00:00,0.542,0.40689293640066415,1
2018-01-07 17:00:00,0.642,0.32037831697947095,1
2018-01-07 18:00:00,0.608,0.7329302306493661,0
2018-01-07 19:00:00,0.692,0.9238762717278587,0
2018-01-07 20:00:00,0.85,0.5232311996842336,1
2018-01-07 21:00:00,0.858,0.4854947036004378,1
2018-01-07 22:00:00,0.883,0.04115942323303501,1
2018-01-07 23:00:00,0.85,0.1954324372011822,1
2018-01-08 00:00:00,0.875,0.7869962240009387,1
2018-01-08 01:00:00,0.817,0.25616986316084,1
2018-01-08 02:00:00,0.867,0.2616093040975256,1
2018-01-08 03:00:00,0.783,0.04657682353617898,1
2018-01-08 04:00:00,0.8,0.6821058506228013,1
2018-01-08 05:00:00,0.708,0.5529474385954086,1
2018-01-08 06:00:00,0.767,0.26928586994500603,1
2018-01-08 07:00:00,0.683,0.7563844198655296,0
2018-01-08 08:00:00,0.658,0.900627769974343,0
2018-01-08 09:00:00,0.5,0.23207477361611817,1
2018-01-08 10:00:00,0.517,0.408049467999415,1
2018-01-08 11:00:00,0.358,0.489497101943533,0
2018-01-08 12:00:00,0.225,0.9187260112392179,0
2018-01-08 13:00:00,0.167,0.1965231630677685,0
2018-01-08 14:00:00,0.192,0.5139371818482776,0
2018-01-08 15:00:00,0.25,0.9547852043658966,0
2018-01-08 16:00:00,0.542,0.6132664555931164,0
2018-01-08 17:00:00,0.642,0.829211070114316,0
2018-01-08 18:00:00,0.608,0.7123483402616011,0
2018-01-08 19:00:00,0.692,0.31816650604195273,1
2018-01-08 20:00:00,0.85,0.4955613192872541,1
2018-01-08 21:00:00,0.858,0.1834880767169773,1
2018-01-08 22:00:00,0.883,0.16251861222455455,1
2018-01-08 23:00:00,0.85,0.9636068666909803,0
2018-01-09 00:00:00,0.875,0.5174644556913277,1
2018-01-09 01:00:00,0.817,0.7344219916694746,1
2018-01-09 02:00:00,0.867,0.04571614630458276,1
2018-01-09 03:00:00,0.783,0.23832093624019002,1
2018-01-09 04:00:00,0.8,0.3417137961788512,1
2018-01-09 05:00:00,0.708,0.6552296578264133,1
2018-01-09 06:00:00,0.767,0.44843365429196835,1
2018-01-09 07:00:00,0.683,0.0073676003327057815,1
2018-01-09 08:00:00,0.658,0.45266203017949513,1
2018-01-09 09:00:00,0.5,0.5077510439036859,0
2018-01-09 10:00:00,0.517,0.6695939949719812,0
2018-01-09 11:00:00,0.358,0.5115107125593652,0
2018-01-09 12:00:00,0.225,0.39405408425863087,0
2018-01-09 13:00:00,0.167,0.411843365881537,0
2018-01-09 14:00:00,0.192,0.9073305156954746,0
2018-01-09 15:00:00,0.25,0.476133282108125,0
2018-01-09 16:00:00,0.542,0.9049474891603396,0
2018-01-09 17:00:00,0.642,0.35519989805230257,1
2018-01-09 18:00:00,0.608,0.911736724718979,0
2018-01-09 19:00:00,0.692,0.801624008677059,0
2018-01-09 20:00:00,0.85,0.8298026005211653,1
2018-01-09 21:00:00,0.858,0.004034569750423156,1
2018-01-09 22:00:00,0.883,0.1864067831105456,1
2018-01-09 23:00:00,0.85,0.313484796576732,1
2018-01-10 00:00:00,0.875,0.4149060176752686,1
2018-01-10 01:00:00,0.817,0.2516521965813977,1
2018-01-10 02:00:00,0.867,0.07743743788950708,1
2018-01-10 03:00:00,0.783,0.35967088543247905,1
2018-01-10 04:00:00,0.8,0.13884262916826906,1
2018-01-10 05:00:00,0.708,0.9011406488463509,0
2018-01-10 06:00:00,0.767,0.6118633198346844,1
2018-01-10 07:00:00,0.683,0.8257222634523015,0
2018-01-10 08:00:00,0.658,0.8231111644094254,0
2018-01-10 09:00:00,0.5,0.9673196674504495,0
2018-01-10 10:00:00,0.517,0.4107429533910678,1
2018-01-10 11:00:00,0.358,0.4589719906097911,0
2018-01-10 12:00:00,0.225,0.05489788297531195,1
2018-01-10 13:00:00,0.167,0.35023606951312114,0
2018-01-10 14:00:00,0.192,0.9155106417056623,0
2018-01-10 15:00:00,0.25,0.21425770777286746,1
2018-01-10 16:00:00,0.542,0.10340298758553079,1
2018-01-10 17:00:00,0.642,0.32472318716188253,1
2018-01-10 18:00:00,0.608,0.916810932397763,0
2018-01-10 19:00:00,0.692,0.8206946924595522,0
2018-01-10 20:00:00,0.85,0.5468855082857461,1
2018-01-10 21:00:00,0.858,0.28429871495169745,1
2018-01-10 22:00:00,0.883,0.14603409647487275,1
2018-01-10 23:00:00,0.85,0.7521716254289581,1
2018-01-11 00:00:00,0.875,0.6689463265507825,1
2018-01-11 01:00:00,0.817,0.6225587637223372,1
2018-01-11 02:00:00,0.867,0.20270879125758134,1
2018-01-11 03:00:00,0.783,0.7768512325888983,1
2018-01-11 04:00:00,0.8,0.07321571694973683,1
2018-01-11 05:00:00,0.708,0.7594390850061757,0
2018-01-11 06:00:00,0.767,0.39829253257036634,1
2018-01-11 07:00:00,0.683,0.5077569732972131,1
2018-01-11 08:00:00,0.658,0.45608544019179553,1
2018-01-11 09:00:00,0.5,0.16494685577758628,1
2018-01-11 10:00:00,0.517,0.1149482851146526,1
2018-01-11 11:00:00,0.358,0.6889941167051465,0
2018-01-11 12:00:00,0.225,0.6391098050870506,0
2018-01-11 13:00:00,0.167,0.044004521851924716,1
2018-01-11 14:00:00,0.192,0.012450416252256402,1
2018-01-11 15:00:00,0.25,0.7607499479009916,0
2018-01-11 16:00:00,0.542,0.5507753512598116,0
2018-01-11 17:00:00,0.642,0.4930927226396913,1
2018-01-11 18:00:00,0.608,0.8929352467891918,0
2018-01-11 19:00:00,0.692,0.9741901913588608,0
2018-01-11 20:00:00,0.85,0.8066214545244812,1
2018-01-11 21:00:00,0.858,0.30798363335875145,1
2018-01-11 22:00:00,0.883,0.7295215387061835,1
2018-01-11 23:00:00,0.85,0.29904325781019536,1
2018-01-12 00:00:00,0.875,0.30537975717786225,1
2018-01-12 01:00:00,0.817,0.5577690390686182,1
2018-01-12 02:00:00,0.867,0.8942215837926372,0
2018-01-12 03:00:00,0.783,0.23687525901483764,1
2018-01-12 04:00:00,0.8,0.5213997953915196,1
2018-01-12 05:00:00,0.708,0.22239708487551035,1
2018-01-12 06:00:00,0.767,0.32988827277468624,1
2018-01-12 07:00:00,0.683,0.3646005973163817,1
2018-01-12 08:00:00,0.658,0.4570617874393105,1
2018-01-12 09:00:00,0.5,0.053126399815882075,1
2018-01-12 10:00:00,0.517,0.946450935333045,0
2018-01-12 11:00:00,0.358,0.5719083129064487,0
2018-01-12 12:00:00,0.225,0.4435124908025945,0
2018-01-12 13:00:00,0.167,0.04402285939561923,1
2018-01-12 14:00:00,0.192,0.5649431346919902,0
2018-01-12 15:00:00,0.25,0.6115848526132203,0
2018-01-12 16:00:00,0.542,0.5685578186327889,0
2018-01-12 17:00:00,0.642,0.4808907091323106,1
2018-01-12 18:00:00,0.608,0.020292163022334386,1
2018-01-12 19:00:00,0.692,0.640348640975531,1
2018-01-12 20:00:00,0.85,0.9576000845263184,0
2018-01-12 21:00:00,0.858,0.7792091926471297,1
2018-01-12 22:00:00,0.883,0.34167763626843906,1
2018-01-12 23:00:00,0.85,0.4980612898890615,1
2018-01-13 00:00:00,0.875,0.32069228381250503,1
2018-01-13 01:00:00,0.817,0.3912142705327837,1
2018-01-13 02:00:00,0.867,0.12823634681817553,1
2018-01-13 03:00:00,0.783,0.12077097569537398,1
2018-01-13 04:00:00,0.8,0.5596701625733539,1
2018-01-13 05:00:00,0.708,0.45008480897972025,1
2018-01-13 06:00:00,0.767,0.32326311697696797,1
2018-01-13 07:00:00,0.683,0.28404652575131195,1
2018-01-13 08:00:00,0.658,0.5641167474672795,1
2018-01-13 09:00:00,0.5,0.6760542731253173,0
2018-01-13 10:00:00,0.517,0.9559997010703585,0
2018-01-13 11:00:00,0.358,0.40790340309551976,0
2018-01-13 12:00:00,0.225,0.07347830263048838,1
2018-01-13 13:00:00,0.167,0.2502808883128145,0
2018-01-13 14:00:00,0.192,0.24393803381767287,0
2018-01-13 15:00:00,0.25,0.921044279924229,0
2018-01-13 16:00:00,0.542,0.416354662412584,1
2018-01-13 17:00:00,0.642,0.426831291155653,1
2018-01-13 18:00:00,0.608,0.552784195517656,1
2018-01-13 19:00:00,0.692,0.1537761279211154,1
2018-01-13 20:00:00,0.85,0.10708426620810918,1
